Age_Group,Gender,Department,Job_Level,Tenure,Work_Arrangement,Employment_Type,Training_Recency,Role_Specific_Training,Self_Rated_Knowledge,Phishing_Score,Phishing_Pass,Password_Change_Freq,MFA_Use,Personal_Device_Use,Report_Suspicious_Email,Admin_Privileges,Security_Culture_Perception,Stress_Level,Time_Pressure,IT_Support_Confidence,Incidents_Caused_Category,Incidents_Raw_Count,Security_Behavior_Tags
45-54,Female,Operations,Intermediate,1-3 yrs,On-site,Permanent,3-6 mo,Yes,2,70,Yes,Often,Always,Sometimes,Rarely,No,4,3,4,4,1,1,"Uses_MFA,Early_Password_Change,Personal_Device_Use"
35-44,Female,Operations,Entry,> 10 yrs,Fully Remote,Permanent,> 12 mo,Yes,4,64,Yes,Often,Sometimes,Often,Rarely,No,4,3,4,4,1,1,"Uses_MFA,Early_Password_Change,Personal_Device_Use,Remote_Work"
55+,Male,Operations,Intermediate,5-10 yrs,Fully Remote,Permanent,6-12 mo,Yes,4,79,Yes,Always,Always,Often,Often,No,2,3,4,3,1,1,"Uses_MFA,Early_Password_Change,Reports_Phishing,Personal_Device_Use,Remote_Work"
45-54,Female,Other,Manager,1-3 yrs,On-site,Contractor,> 12 mo,Yes,5,75,Yes,Rarely,Always,Rarely,Always,No,3,2,3,2,0,0,"Uses_MFA,Reports_Phishing"
35-44,Prefer not to say,HR,Manager,3-5 yrs,Hybrid,Permanent,> 12 mo,Yes,2,50,No,Never,Never,Sometimes,Sometimes,Yes,4,3,5,4,2-3,3,"Personal_Device_Use,Admin_Priv"
35-44,Male,Marketing,Intermediate,5-10 yrs,Hybrid,Permanent,6-12 mo,No,3,16,No,Often,Always,Rarely,Always,No,4,3,3,3,1,1,"Uses_MFA,Early_Password_Change,Reports_Phishing"
35-44,Male,Marketing,Manager,3-5 yrs,Fully Remote,Permanent,> 12 mo,Yes,2,68,Yes,Often,Never,Rarely,Sometimes,No,4,4,4,5,2-3,3,"Early_Password_Change,Remote_Work"
35-44,Female,Sales,Manager,3-5 yrs,Hybrid,Contractor,6-12 mo,Yes,3,74,Yes,Rarely,Always,Often,Always,No,2,3,5,3,0,0,"Uses_MFA,Reports_Phishing,Personal_Device_Use"
35-44,Prefer not to say,IT,Director,> 10 yrs,Hybrid,Permanent,6-12 mo,No,2,67,Yes,Often,Never,Sometimes,Often,No,3,4,5,3,1,1,"Early_Password_Change,Reports_Phishing,Personal_Device_Use"
18-24,Female,Other,Manager,1-3 yrs,Hybrid,Permanent,> 12 mo,Yes,1,78,Yes,Sometimes,Always,Always,Rarely,Yes,3,3,2,4,1,1,"Uses_MFA,Personal_Device_Use,Admin_Priv"
25-34,Prefer not to say,IT,Manager,3-5 yrs,Hybrid,Permanent,3-6 mo,Yes,1,48,No,Often,Sometimes,Rarely,Never,Yes,4,2,4,3,>3,7,"Uses_MFA,Early_Password_Change,Admin_Priv"
25-34,Female,IT,Executive,> 10 yrs,On-site,Contractor,> 12 mo,No,3,43,No,Never,Sometimes,Often,Always,No,4,4,3,3,2-3,2,"Uses_MFA,Reports_Phishing,Personal_Device_Use"
18-24,Male,Finance,Manager,1-3 yrs,On-site,Permanent,6-12 mo,Yes,3,59,No,Always,Always,Rarely,Rarely,No,4,4,3,4,>3,11,"Uses_MFA,Early_Password_Change"
35-44,Non-binary,R&D,Executive,5-10 yrs,On-site,Permanent,< 3 months,Yes,3,45,No,Rarely,Always,Sometimes,Rarely,No,4,4,3,2,2-3,2,"Uses_MFA,Personal_Device_Use"
18-24,Female,HR,Entry,< 1 yr,Fully Remote,Permanent,< 3 months,Yes,3,90,Yes,Sometimes,Always,Sometimes,Always,No,3,3,3,4,0,0,"Uses_MFA,Reports_Phishing,Personal_Device_Use,Remote_Work"
25-34,Male,Sales,Executive,5-10 yrs,Hybrid,Permanent,3-6 mo,No,2,49,No,Sometimes,Always,Sometimes,Often,No,4,2,5,3,0,0,"Uses_MFA,Reports_Phishing,Personal_Device_Use"
35-44,Male,Finance,Manager,1-3 yrs,On-site,Permanent,< 3 months,Yes,3,64,Yes,Rarely,Always,Rarely,Never,No,2,3,4,1,1,1,Uses_MFA
25-34,Male,R&D,Entry,< 1 yr,Fully Remote,Permanent,> 12 mo,No,3,34,No,Sometimes,Always,Often,Sometimes,Yes,3,5,5,5,2-3,2,"Uses_MFA,Personal_Device_Use,Remote_Work,Admin_Priv"
45-54,Male,Sales,Manager,1-3 yrs,On-site,Permanent,> 12 mo,Yes,5,67,Yes,Often,Always,Often,Sometimes,No,3,2,3,3,0,0,"Uses_MFA,Early_Password_Change,Personal_Device_Use"
25-34,Male,HR,Intermediate,1-3 yrs,On-site,Permanent,< 3 months,Yes,5,61,Yes,Never,Always,Often,Often,No,3,3,4,3,0,0,"Uses_MFA,Reports_Phishing,Personal_Device_Use"
55+,Male,Marketing,Manager,1-3 yrs,Hybrid,Permanent,6-12 mo,No,2,66,Yes,Rarely,Always,Never,Rarely,Yes,4,3,3,4,0,0,"Uses_MFA,Admin_Priv"
45-54,Male,R&D,Entry,1-3 yrs,Fully Remote,Contractor,< 3 months,No,3,59,No,Always,Always,Often,Always,Yes,3,3,3,5,2-3,2,"Uses_MFA,Early_Password_Change,Reports_Phishing,Personal_Device_Use,Remote_Work,Admin_Priv"
25-34,Male,HR,Intermediate,3-5 yrs,On-site,Contractor,Never,Yes,5,67,Yes,Rarely,Never,Always,Always,No,3,2,3,3,1,1,"Reports_Phishing,Personal_Device_Use"
25-34,Female,R&D,Director,5-10 yrs,Hybrid,Contractor,3-6 mo,No,5,59,No,Often,Always,Sometimes,Often,No,5,4,3,4,0,0,"Uses_MFA,Early_Password_Change,Reports_Phishing,Personal_Device_Use"
18-24,Male,IT,Director,3-5 yrs,On-site,Permanent,< 3 months,Yes,2,72,Yes,Sometimes,Always,Rarely,Rarely,No,4,4,5,3,1,1,Uses_MFA
35-44,Female,Finance,Manager,5-10 yrs,Hybrid,Permanent,6-12 mo,Yes,5,59,No,Often,Sometimes,Always,Always,Yes,5,4,3,5,2-3,3,"Uses_MFA,Early_Password_Change,Reports_Phishing,Personal_Device_Use,Admin_Priv"
25-34,Female,Operations,Entry,1-3 yrs,On-site,Permanent,6-12 mo,Yes,4,80,Yes,Sometimes,Always,Sometimes,Always,Yes,5,4,2,3,2-3,3,"Uses_MFA,Reports_Phishing,Personal_Device_Use,Admin_Priv"
35-44,Male,Operations,Intermediate,3-5 yrs,On-site,Permanent,> 12 mo,Yes,3,25,No,Sometimes,Never,Always,Often,No,4,4,5,2,2-3,3,"Reports_Phishing,Personal_Device_Use"
55+,Non-binary,IT,Intermediate,1-3 yrs,Fully Remote,Permanent,> 12 mo,Yes,4,62,Yes,Never,Sometimes,Rarely,Often,No,4,4,1,2,0,0,"Uses_MFA,Reports_Phishing,Remote_Work"
18-24,Male,Sales,Manager,> 10 yrs,On-site,Permanent,< 3 months,Yes,3,81,Yes,Often,Always,Rarely,Never,No,1,3,3,3,1,1,"Uses_MFA,Early_Password_Change"
25-34,Female,Other,Entry,1-3 yrs,Fully Remote,Permanent,< 3 months,Yes,3,58,No,Never,Always,Sometimes,Rarely,No,4,5,4,5,0,0,"Uses_MFA,Personal_Device_Use,Remote_Work"
18-24,Male,Operations,Intermediate,1-3 yrs,On-site,Permanent,3-6 mo,Yes,3,77,Yes,Rarely,Always,Sometimes,Rarely,No,4,2,4,4,0,0,"Uses_MFA,Personal_Device_Use"
35-44,Male,IT,Entry,1-3 yrs,Fully Remote,Permanent,< 3 months,Yes,4,86,Yes,Sometimes,Always,Rarely,Sometimes,No,3,5,5,4,0,0,"Uses_MFA,Remote_Work"
25-34,Female,IT,Entry,1-3 yrs,Hybrid,Permanent,< 3 months,Yes,2,80,Yes,Always,Always,Sometimes,Sometimes,No,3,4,3,3,0,0,"Uses_MFA,Early_Password_Change,Personal_Device_Use"
18-24,Male,Marketing,Entry,1-3 yrs,Fully Remote,Permanent,3-6 mo,No,4,79,Yes,Often,Sometimes,Always,Often,No,2,2,4,3,2-3,2,"Uses_MFA,Early_Password_Change,Reports_Phishing,Personal_Device_Use,Remote_Work"
35-44,Female,Sales,Entry,< 1 yr,Hybrid,Permanent,< 3 months,Yes,2,81,Yes,Sometimes,Always,Sometimes,Always,No,3,5,4,5,1,1,"Uses_MFA,Reports_Phishing,Personal_Device_Use"
25-34,Male,Operations,Entry,5-10 yrs,Fully Remote,Permanent,< 3 months,Yes,3,74,Yes,Never,Always,Often,Sometimes,No,4,3,3,5,0,0,"Uses_MFA,Personal_Device_Use,Remote_Work"
18-24,Female,HR,Entry,< 1 yr,Fully Remote,Permanent,< 3 months,No,5,62,Yes,Always,Never,Sometimes,Rarely,No,4,3,5,4,>3,16,"Early_Password_Change,Personal_Device_Use,Remote_Work"
25-34,Male,IT,Intermediate,1-3 yrs,On-site,Permanent,6-12 mo,Yes,3,30,No,Sometimes,Always,Sometimes,Rarely,No,4,3,5,4,>3,4,"Uses_MFA,Personal_Device_Use"
25-34,Non-binary,R&D,Manager,< 1 yr,Hybrid,Permanent,> 12 mo,No,4,43,No,Rarely,Always,Never,Often,No,3,4,4,5,1,1,"Uses_MFA,Reports_Phishing"
35-44,Female,IT,Manager,1-3 yrs,On-site,Permanent,3-6 mo,No,2,58,No,Sometimes,Always,Sometimes,Often,No,4,3,2,2,>3,4,"Uses_MFA,Reports_Phishing,Personal_Device_Use"
25-34,Male,Marketing,Entry,< 1 yr,On-site,Permanent,6-12 mo,Yes,3,74,Yes,Always,Always,Sometimes,Often,No,4,5,3,2,0,0,"Uses_MFA,Early_Password_Change,Reports_Phishing,Personal_Device_Use"
35-44,Male,Operations,Manager,5-10 yrs,On-site,Permanent,< 3 months,No,2,53,No,Sometimes,Always,Often,Sometimes,No,5,4,2,4,2-3,3,"Uses_MFA,Personal_Device_Use"
25-34,Male,Sales,Entry,1-3 yrs,Hybrid,Contractor,6-12 mo,No,3,53,No,Rarely,Always,Always,Rarely,Yes,4,3,4,5,1,1,"Uses_MFA,Personal_Device_Use,Admin_Priv"
25-34,Male,Operations,Director,3-5 yrs,On-site,Permanent,> 12 mo,Yes,2,59,No,Often,Always,Rarely,Often,No,2,3,3,3,1,1,"Uses_MFA,Early_Password_Change,Reports_Phishing"
25-34,Male,Marketing,Intermediate,1-3 yrs,Fully Remote,Permanent,3-6 mo,No,4,73,Yes,Often,Sometimes,Often,Always,No,3,4,4,4,0,0,"Uses_MFA,Early_Password_Change,Reports_Phishing,Personal_Device_Use,Remote_Work"
25-34,Female,IT,Intermediate,1-3 yrs,On-site,Permanent,3-6 mo,No,3,56,No,Often,Never,Sometimes,Often,No,4,3,1,3,2-3,2,"Early_Password_Change,Reports_Phishing,Personal_Device_Use"
45-54,Prefer not to say,IT,Director,5-10 yrs,Hybrid,Permanent,6-12 mo,No,3,61,Yes,Sometimes,Always,Sometimes,Never,No,4,3,4,5,1,1,"Uses_MFA,Personal_Device_Use"
25-34,Male,Marketing,Intermediate,1-3 yrs,On-site,Permanent,> 12 mo,Yes,3,53,No,Often,Always,Sometimes,Always,No,4,4,5,5,0,0,"Uses_MFA,Early_Password_Change,Reports_Phishing,Personal_Device_Use"
35-44,Male,Finance,Entry,3-5 yrs,On-site,Permanent,6-12 mo,No,4,65,Yes,Sometimes,Always,Sometimes,Rarely,Yes,3,3,4,1,0,0,"Uses_MFA,Personal_Device_Use,Admin_Priv"
35-44,Non-binary,Finance,Director,3-5 yrs,Hybrid,Permanent,6-12 mo,Yes,4,67,Yes,Sometimes,Always,Sometimes,Always,No,3,5,4,3,0,0,"Uses_MFA,Reports_Phishing,Personal_Device_Use"
35-44,Male,Marketing,Intermediate,1-3 yrs,Hybrid,Permanent,3-6 mo,Yes,3,74,Yes,Sometimes,Sometimes,Always,Often,Yes,4,4,4,4,2-3,2,"Uses_MFA,Reports_Phishing,Personal_Device_Use,Admin_Priv"
25-34,Male,Operations,Entry,1-3 yrs,On-site,Contractor,< 3 months,No,4,53,No,Sometimes,Always,Sometimes,Always,No,2,2,4,3,1,1,"Uses_MFA,Reports_Phishing,Personal_Device_Use"
35-44,Female,Operations,Entry,< 1 yr,Fully Remote,Permanent,6-12 mo,No,5,92,Yes,Often,Always,Sometimes,Always,No,3,2,4,4,0,0,"Uses_MFA,Early_Password_Change,Reports_Phishing,Personal_Device_Use,Remote_Work"
18-24,Male,Finance,Executive,> 10 yrs,On-site,Permanent,< 3 months,No,5,78,Yes,Rarely,Always,Rarely,Sometimes,No,2,2,3,3,0,0,Uses_MFA
25-34,Male,Operations,Manager,3-5 yrs,On-site,Permanent,> 12 mo,Yes,2,40,No,Often,Sometimes,Sometimes,Always,No,3,3,5,5,2-3,2,"Uses_MFA,Early_Password_Change,Reports_Phishing,Personal_Device_Use"
45-54,Female,Operations,Intermediate,1-3 yrs,Hybrid,Permanent,6-12 mo,Yes,4,56,No,Sometimes,Always,Often,Sometimes,No,4,4,4,3,2-3,2,"Uses_MFA,Personal_Device_Use"
45-54,Female,Operations,Manager,5-10 yrs,Fully Remote,Permanent,Never,Yes,4,34,No,Often,Always,Never,Sometimes,Yes,2,2,4,4,2-3,3,"Uses_MFA,Early_Password_Change,Remote_Work,Admin_Priv"
25-34,Male,Operations,Intermediate,1-3 yrs,Hybrid,Permanent,> 12 mo,No,3,90,Yes,Always,Always,Sometimes,Rarely,Yes,3,3,3,3,2-3,3,"Uses_MFA,Early_Password_Change,Personal_Device_Use,Admin_Priv"
35-44,Male,Sales,Manager,3-5 yrs,Fully Remote,Contractor,6-12 mo,Yes,4,61,Yes,Rarely,Never,Always,Sometimes,No,3,2,4,1,1,1,"Personal_Device_Use,Remote_Work"
35-44,Female,R&D,Intermediate,3-5 yrs,On-site,Permanent,3-6 mo,Yes,2,41,No,Never,Always,Sometimes,Sometimes,No,3,3,4,4,0,0,"Uses_MFA,Personal_Device_Use"
18-24,Male,Operations,Entry,1-3 yrs,Hybrid,Permanent,< 3 months,No,3,60,Yes,Sometimes,Sometimes,Rarely,Rarely,No,3,3,1,3,2-3,2,Uses_MFA
35-44,Male,Sales,Entry,1-3 yrs,Hybrid,Permanent,< 3 months,Yes,3,73,Yes,Sometimes,Always,Never,Rarely,No,5,4,4,3,2-3,2,Uses_MFA
25-34,Male,HR,Executive,5-10 yrs,Hybrid,Permanent,< 3 months,Yes,4,62,Yes,Never,Always,Never,Often,No,5,1,5,4,0,0,"Uses_MFA,Reports_Phishing"
55+,Male,Other,Entry,1-3 yrs,Fully Remote,Permanent,< 3 months,Yes,3,59,No,Often,Sometimes,Often,Always,Yes,5,3,3,5,1,1,"Uses_MFA,Early_Password_Change,Reports_Phishing,Personal_Device_Use,Remote_Work,Admin_Priv"
25-34,Female,Marketing,Intermediate,3-5 yrs,On-site,Permanent,3-6 mo,No,4,79,Yes,Often,Always,Rarely,Often,No,3,1,3,3,0,0,"Uses_MFA,Early_Password_Change,Reports_Phishing"
35-44,Male,Marketing,Director,> 10 yrs,Fully Remote,Contractor,> 12 mo,No,4,60,Yes,Often,Always,Never,Rarely,No,3,4,2,4,1,1,"Uses_MFA,Early_Password_Change,Remote_Work"
25-34,Male,Marketing,Intermediate,1-3 yrs,Fully Remote,Permanent,Never,Yes,5,65,Yes,Sometimes,Always,Always,Often,No,4,3,2,3,0,0,"Uses_MFA,Reports_Phishing,Personal_Device_Use,Remote_Work"
25-34,Female,Marketing,Intermediate,1-3 yrs,On-site,Permanent,6-12 mo,No,4,100,Yes,Rarely,Always,Never,Sometimes,No,4,3,2,3,1,1,Uses_MFA
45-54,Male,Marketing,Intermediate,3-5 yrs,Hybrid,Permanent,3-6 mo,Yes,4,48,No,Rarely,Sometimes,Sometimes,Always,No,4,4,4,3,2-3,2,"Uses_MFA,Reports_Phishing,Personal_Device_Use"
35-44,Male,Marketing,Entry,< 1 yr,On-site,Contractor,< 3 months,No,2,66,Yes,Never,Always,Rarely,Rarely,No,4,4,4,5,0,0,Uses_MFA
55+,Male,Marketing,Executive,3-5 yrs,On-site,Permanent,< 3 months,No,3,53,No,Always,Always,Rarely,Always,No,2,3,4,3,1,1,"Uses_MFA,Early_Password_Change,Reports_Phishing"
25-34,Male,Operations,Manager,3-5 yrs,Hybrid,Permanent,> 12 mo,Yes,4,75,Yes,Sometimes,Always,Sometimes,Rarely,No,3,1,4,3,0,0,"Uses_MFA,Personal_Device_Use"
25-34,Male,Marketing,Entry,3-5 yrs,Hybrid,Permanent,6-12 mo,Yes,4,86,Yes,Sometimes,Always,Sometimes,Often,No,4,3,1,4,0,0,"Uses_MFA,Reports_Phishing,Personal_Device_Use"
25-34,Male,Other,Intermediate,1-3 yrs,On-site,Permanent,> 12 mo,Yes,4,73,Yes,Often,Always,Sometimes,Always,No,4,3,5,4,1,1,"Uses_MFA,Early_Password_Change,Reports_Phishing,Personal_Device_Use"
55+,Male,Sales,Intermediate,3-5 yrs,Hybrid,Permanent,3-6 mo,Yes,1,57,No,Always,Always,Never,Always,No,4,3,5,4,2-3,3,"Uses_MFA,Early_Password_Change,Reports_Phishing"
35-44,Male,IT,Manager,> 10 yrs,Fully Remote,Permanent,6-12 mo,No,5,55,No,Often,Always,Often,Always,No,5,3,3,5,1,1,"Uses_MFA,Early_Password_Change,Reports_Phishing,Personal_Device_Use,Remote_Work"
25-34,Female,Sales,Intermediate,< 1 yr,Fully Remote,Contractor,3-6 mo,Yes,3,61,Yes,Sometimes,Always,Often,Rarely,No,4,2,5,3,2-3,3,"Uses_MFA,Personal_Device_Use,Remote_Work"
25-34,Male,Operations,Intermediate,3-5 yrs,Hybrid,Permanent,< 3 months,No,4,73,Yes,Always,Always,Rarely,Often,No,4,3,2,4,0,0,"Uses_MFA,Early_Password_Change,Reports_Phishing"
25-34,Male,R&D,Entry,1-3 yrs,Fully Remote,Permanent,< 3 months,No,2,86,Yes,Often,Always,Rarely,Never,No,4,1,3,2,1,1,"Uses_MFA,Early_Password_Change,Remote_Work"
35-44,Female,Sales,Intermediate,5-10 yrs,On-site,Permanent,6-12 mo,No,3,61,Yes,Always,Always,Always,Always,No,3,3,3,3,1,1,"Uses_MFA,Early_Password_Change,Reports_Phishing,Personal_Device_Use"
35-44,Female,Finance,Manager,5-10 yrs,Hybrid,Permanent,6-12 mo,Yes,4,63,Yes,Often,Always,Sometimes,Always,No,1,4,5,5,1,1,"Uses_MFA,Early_Password_Change,Reports_Phishing,Personal_Device_Use"
25-34,Male,IT,Intermediate,1-3 yrs,On-site,Contractor,3-6 mo,No,3,67,Yes,Often,Sometimes,Sometimes,Rarely,Yes,3,2,4,3,1,1,"Uses_MFA,Early_Password_Change,Personal_Device_Use,Admin_Priv"
25-34,Male,Operations,Manager,> 10 yrs,Hybrid,Permanent,> 12 mo,Yes,2,62,Yes,Often,Always,Never,Sometimes,No,5,2,3,4,1,1,"Uses_MFA,Early_Password_Change"
35-44,Male,Finance,Manager,5-10 yrs,Hybrid,Permanent,< 3 months,Yes,4,52,No,Sometimes,Always,Never,Always,No,4,3,4,3,0,0,"Uses_MFA,Reports_Phishing"
18-24,Prefer not to say,Sales,Director,> 10 yrs,Fully Remote,Permanent,Never,Yes,2,53,No,Sometimes,Sometimes,Sometimes,Often,No,4,4,3,5,>3,5,"Uses_MFA,Reports_Phishing,Personal_Device_Use,Remote_Work"
25-34,Male,Operations,Entry,< 1 yr,On-site,Permanent,3-6 mo,No,3,66,Yes,Sometimes,Sometimes,Sometimes,Sometimes,No,4,2,3,2,>3,14,"Uses_MFA,Personal_Device_Use"
25-34,Male,Finance,Director,5-10 yrs,Hybrid,Permanent,< 3 months,Yes,4,64,Yes,Sometimes,Always,Sometimes,Always,No,3,3,3,4,0,0,"Uses_MFA,Reports_Phishing,Personal_Device_Use"
18-24,Male,Finance,Manager,5-10 yrs,Fully Remote,Permanent,3-6 mo,Yes,4,68,Yes,Often,Always,Often,Always,No,1,2,2,4,1,1,"Uses_MFA,Early_Password_Change,Reports_Phishing,Personal_Device_Use,Remote_Work"
35-44,Male,IT,Director,3-5 yrs,Fully Remote,Permanent,6-12 mo,No,3,42,No,Never,Always,Never,Sometimes,Yes,3,4,5,4,2-3,2,"Uses_MFA,Remote_Work,Admin_Priv"
25-34,Male,Marketing,Manager,1-3 yrs,Hybrid,Permanent,> 12 mo,Yes,3,59,No,Always,Always,Sometimes,Often,No,5,3,5,1,1,1,"Uses_MFA,Early_Password_Change,Reports_Phishing,Personal_Device_Use"
25-34,Male,Sales,Entry,1-3 yrs,Fully Remote,Intern,> 12 mo,Yes,3,50,No,Always,Sometimes,Never,Never,No,1,4,2,4,2-3,2,"Uses_MFA,Early_Password_Change,Remote_Work"
45-54,Prefer not to say,Operations,Manager,3-5 yrs,Hybrid,Permanent,Never,Yes,3,54,No,Often,Always,Sometimes,Rarely,No,4,4,3,4,2-3,2,"Uses_MFA,Early_Password_Change,Personal_Device_Use"
25-34,Female,Finance,Intermediate,3-5 yrs,Hybrid,Permanent,6-12 mo,Yes,2,46,No,Never,Never,Often,Sometimes,Yes,3,3,2,1,2-3,2,"Personal_Device_Use,Admin_Priv"
25-34,Female,Other,Intermediate,1-3 yrs,Fully Remote,Permanent,3-6 mo,Yes,4,78,Yes,Rarely,Always,Sometimes,Rarely,No,4,1,3,5,1,1,"Uses_MFA,Personal_Device_Use,Remote_Work"
25-34,Female,R&D,Intermediate,3-5 yrs,Hybrid,Permanent,< 3 months,Yes,5,64,Yes,Sometimes,Always,Sometimes,Sometimes,No,4,4,5,3,1,1,"Uses_MFA,Personal_Device_Use"
25-34,Male,Finance,Entry,< 1 yr,Hybrid,Permanent,< 3 months,Yes,2,75,Yes,Always,Always,Always,Sometimes,No,5,3,3,4,2-3,3,"Uses_MFA,Early_Password_Change,Personal_Device_Use"
25-34,Female,Finance,Entry,< 1 yr,On-site,Permanent,Never,No,2,29,No,Rarely,Always,Often,Sometimes,No,4,5,4,2,1,1,"Uses_MFA,Personal_Device_Use"
25-34,Male,R&D,Intermediate,> 10 yrs,On-site,Contractor,3-6 mo,No,3,65,Yes,Sometimes,Always,Rarely,Always,No,1,4,3,3,1,1,"Uses_MFA,Reports_Phishing"
35-44,Male,HR,Intermediate,1-3 yrs,On-site,Permanent,Never,No,2,57,No,Often,Always,Never,Sometimes,No,3,5,2,1,1,1,"Uses_MFA,Early_Password_Change"
25-34,Female,IT,Entry,< 1 yr,Hybrid,Permanent,6-12 mo,Yes,3,32,No,Often,Always,Always,Sometimes,No,4,2,3,3,1,1,"Uses_MFA,Early_Password_Change,Personal_Device_Use"
35-44,Prefer not to say,R&D,Intermediate,3-5 yrs,Hybrid,Contractor,< 3 months,Yes,3,56,No,Often,Always,Sometimes,Rarely,Yes,4,3,4,4,>3,12,"Uses_MFA,Early_Password_Change,Personal_Device_Use,Admin_Priv"
18-24,Female,IT,Intermediate,1-3 yrs,On-site,Permanent,3-6 mo,No,5,71,Yes,Always,Sometimes,Sometimes,Sometimes,No,5,3,3,4,1,1,"Uses_MFA,Early_Password_Change,Personal_Device_Use"
35-44,Female,R&D,Manager,5-10 yrs,On-site,Permanent,3-6 mo,No,3,38,No,Sometimes,Always,Sometimes,Always,No,4,5,4,4,0,0,"Uses_MFA,Reports_Phishing,Personal_Device_Use"
25-34,Male,R&D,Entry,< 1 yr,On-site,Permanent,> 12 mo,Yes,4,60,Yes,Sometimes,Always,Sometimes,Sometimes,No,3,5,3,5,0,0,"Uses_MFA,Personal_Device_Use"
25-34,Male,Sales,Intermediate,5-10 yrs,On-site,Permanent,6-12 mo,Yes,3,60,Yes,Rarely,Always,Sometimes,Rarely,Yes,3,5,4,2,2-3,3,"Uses_MFA,Personal_Device_Use,Admin_Priv"
35-44,Male,HR,Entry,1-3 yrs,Hybrid,Contractor,6-12 mo,Yes,4,55,No,Always,Never,Sometimes,Never,Yes,4,3,4,3,2-3,2,"Early_Password_Change,Personal_Device_Use,Admin_Priv"
45-54,Male,Operations,Entry,< 1 yr,On-site,Permanent,3-6 mo,Yes,3,59,No,Sometimes,Always,Often,Sometimes,Yes,4,2,4,3,2-3,2,"Uses_MFA,Personal_Device_Use,Admin_Priv"
45-54,Female,IT,Intermediate,5-10 yrs,Hybrid,Permanent,< 3 months,No,3,34,No,Sometimes,Always,Sometimes,Sometimes,No,3,4,5,5,1,1,"Uses_MFA,Personal_Device_Use"
25-34,Female,Other,Entry,1-3 yrs,On-site,Permanent,Never,No,2,32,No,Rarely,Always,Often,Often,No,3,4,5,3,0,0,"Uses_MFA,Reports_Phishing,Personal_Device_Use"
45-54,Male,HR,Manager,3-5 yrs,Fully Remote,Permanent,3-6 mo,Yes,2,63,Yes,Always,Never,Never,Always,Yes,4,2,1,5,2-3,2,"Early_Password_Change,Reports_Phishing,Remote_Work,Admin_Priv"
45-54,Prefer not to say,IT,Intermediate,1-3 yrs,On-site,Permanent,> 12 mo,No,2,62,Yes,Often,Sometimes,Rarely,Often,No,3,1,4,3,0,0,"Uses_MFA,Early_Password_Change,Reports_Phishing"
25-34,Male,R&D,Entry,1-3 yrs,On-site,Permanent,3-6 mo,Yes,3,62,Yes,Sometimes,Always,Never,Always,Yes,2,3,1,1,0,0,"Uses_MFA,Reports_Phishing,Admin_Priv"
25-34,Female,IT,Entry,1-3 yrs,On-site,Permanent,< 3 months,No,2,43,No,Rarely,Always,Often,Often,No,3,5,4,4,1,1,"Uses_MFA,Reports_Phishing,Personal_Device_Use"
35-44,Female,R&D,Entry,1-3 yrs,Hybrid,Permanent,3-6 mo,Yes,5,77,Yes,Rarely,Always,Rarely,Rarely,No,2,2,4,4,0,0,Uses_MFA
25-34,Female,Sales,Entry,< 1 yr,On-site,Permanent,< 3 months,Yes,2,51,No,Often,Always,Always,Often,No,3,5,5,1,2-3,3,"Uses_MFA,Early_Password_Change,Reports_Phishing,Personal_Device_Use"
18-24,Male,Operations,Director,5-10 yrs,Fully Remote,Permanent,3-6 mo,Yes,3,72,Yes,Sometimes,Always,Sometimes,Always,No,4,4,3,3,0,0,"Uses_MFA,Reports_Phishing,Personal_Device_Use,Remote_Work"
25-34,Male,IT,Entry,3-5 yrs,On-site,Permanent,3-6 mo,Yes,2,26,No,Sometimes,Always,Sometimes,Rarely,No,4,5,4,4,2-3,2,"Uses_MFA,Personal_Device_Use"
25-34,Male,Marketing,Intermediate,5-10 yrs,Hybrid,Permanent,6-12 mo,No,4,62,Yes,Never,Always,Never,Sometimes,No,1,3,5,4,1,1,Uses_MFA
35-44,Male,Marketing,Manager,1-3 yrs,Hybrid,Permanent,< 3 months,No,3,52,No,Rarely,Always,Never,Often,No,5,3,4,3,1,1,"Uses_MFA,Reports_Phishing"
25-34,Male,Marketing,Intermediate,1-3 yrs,Hybrid,Permanent,3-6 mo,No,2,60,Yes,Rarely,Always,Never,Never,No,3,3,5,4,2-3,2,Uses_MFA
18-24,Female,IT,Entry,< 1 yr,On-site,Permanent,< 3 months,Yes,5,69,Yes,Sometimes,Always,Sometimes,Sometimes,Yes,4,4,4,5,1,1,"Uses_MFA,Personal_Device_Use,Admin_Priv"
18-24,Male,Sales,Entry,< 1 yr,Hybrid,Intern,3-6 mo,Yes,5,62,Yes,Always,Always,Sometimes,Always,No,2,4,2,4,0,0,"Uses_MFA,Early_Password_Change,Reports_Phishing,Personal_Device_Use"
18-24,Male,Operations,Director,5-10 yrs,Fully Remote,Permanent,3-6 mo,Yes,2,51,No,Often,Always,Sometimes,Always,Yes,5,3,2,2,0,0,"Uses_MFA,Early_Password_Change,Reports_Phishing,Personal_Device_Use,Remote_Work,Admin_Priv"
25-34,Male,IT,Entry,1-3 yrs,On-site,Permanent,3-6 mo,No,1,47,No,Rarely,Always,Sometimes,Always,No,4,2,4,3,1,1,"Uses_MFA,Reports_Phishing,Personal_Device_Use"
